gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,service_count,monthly_to_total_ratio,tenure_bucket,has_support_services,charge_per_service
1,0,1,1,48,1,0.0,1.0,1.0,0.0,0.0,0.0,1,1,55.8,2651.2,True,False,False,True,False,False,False,True,False,False,3.0,0.021039137319960786,2,0,13.95
1,0,1,0,38,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1,60.0,2193.2,False,True,False,True,False,False,True,False,False,False,5.0,0.027344818156959258,2,1,10.0
1,0,0,1,15,1,0.0,0.0,1.0,1.0,0.0,0.0,1,0,55.2,864.55,True,False,False,True,False,False,False,True,False,False,3.0,0.06377447865519034,1,1,13.8
0,0,1,1,28,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,70.4,1992.2,True,False,False,False,True,False,True,False,False,False,1.0,0.03532008830022075,2,0,35.2
1,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,111.95,8033.1,True,False,False,False,True,False,True,False,False,False,7.0,0.013934354812611245,3,1,13.99375
1,0,1,1,42,0,1.0,0.0,1.0,1.0,1.0,0.0,2,0,48.15,2032.3,False,True,False,True,False,False,False,True,False,False,4.0,0.023680716077312744,2,1,9.629999999999999
0,0,0,0,1,1,,,,,,,0,0,20.5,20.5,True,False,False,False,False,True,False,False,False,True,1,0.9534883720930233,0,0,10.25
0,0,0,1,31,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,86.55,2697.4,False,False,True,False,True,False,False,True,False,False,3.0,0.032074562703824486,2,0,21.6375
1,1,1,0,44,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,30.35,1359.7,False,True,False,True,False,False,False,False,True,False,1.0,0.02230469611229514,2,0,15.175
0,0,0,0,11,1,0.0,0.0,1.0,1.0,0.0,0.0,1,0,53.8,651.55,True,False,False,True,False,False,True,False,False,False,3.0,0.08244578959466707,0,1,13.45
0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,55.0,340.4,True,False,False,True,False,False,False,False,True,False,2.0,0.1611013473930873,0,0,18.333333333333332
1,0,0,0,68,1,1.0,1.0,1.0,0.0,1.0,0.0,1,0,101.35,7110.75,False,False,True,False,True,False,True,False,False,False,6.0,0.014251063381024361,3,1,14.478571428571428
1,0,1,1,62,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,81.45,4983.05,True,False,False,False,True,False,False,True,False,False,3.0,0.01634213139916333,3,1,20.3625
0,0,1,0,21,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,103.9,2254.2,False,False,True,False,True,False,False,False,True,False,6.0,0.046071301880099336,1,1,14.842857142857143
0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,2,0,73.35,0.0,False,False,True,True,False,False,False,False,False,True,6.0,73.35,0,1,10.478571428571428
1,1,0,0,9,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,83.85,790.15,False,False,True,False,True,False,False,False,True,False,3.0,0.10598495860456297,0,0,20.9625
1,0,1,0,69,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,112.55,7806.5,False,False,True,False,True,False,True,False,False,False,8.0,0.014415626000640409,3,1,12.505555555555555
1,0,0,0,7,1,,,,,,,0,0,20.75,141.1,True,False,False,False,False,True,False,False,False,True,1,0.14602392681210416,0,0,10.375
0,0,1,0,67,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,111.25,7511.65,False,False,True,False,True,False,False,False,True,False,7.0,0.014808356571915371,3,1,13.90625
0,0,1,1,45,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,54.15,2319.8,True,False,False,True,False,False,False,True,False,False,3.0,0.023332471561530503,2,1,13.5375
1,1,1,0,17,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,94.8,1563.9,False,False,True,False,True,False,False,False,True,False,4.0,0.06057895073167614,1,0,18.96
0,0,0,0,35,1,,,,,,,1,0,21.1,741.0,True,False,False,False,False,True,False,False,False,True,1,0.028436657681940702,2,0,10.55
0,1,0,0,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,86.85,220.95,True,False,False,False,True,False,False,False,True,False,3.0,0.391304347826087,0,0,21.7125
0,0,0,0,12,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,86.55,1066.9,False,False,True,False,True,False,False,False,True,False,3.0,0.08104691450510347,0,0,21.6375
1,0,0,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,25.05,852.7,False,True,False,True,False,False,True,False,False,False,0.0,0.02934286048963336,2,0,25.05
0,0,1,0,56,1,1.0,1.0,1.0,0.0,1.0,1.0,1,1,105.6,6068.65,True,False,False,False,True,False,False,True,False,False,6.0,0.017398037778125593,3,1,15.085714285714285
1,1,1,0,7,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,89.0,605.45,True,False,False,False,True,False,False,False,True,False,3.0,0.14675570945667407,0,0,22.25
0,0,0,0,1,1,,,,,,,0,1,25.7,25.7,False,False,True,False,False,True,False,False,True,False,2,0.9625468164794008,0,0,8.566666666666666
0,0,0,0,53,1,,,,,,,2,0,20.25,1048.45,True,False,False,False,False,True,False,False,False,True,1,0.019295821620849016,3,0,10.125
0,1,1,0,42,1,1.0,0.0,1.0,0.0,1.0,1.0,1,1,105.2,4599.15,False,False,True,False,True,False,True,False,False,False,6.0,0.02286881949501647,2,1,15.028571428571428
1,0,0,0,52,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,91.25,4738.3,True,False,False,False,True,False,False,False,True,False,4.0,0.019253898255016562,3,1,18.25
0,0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,117.15,8529.5,False,False,True,False,True,False,False,True,False,False,8.0,0.013733075435203095,3,1,13.016666666666667
0,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,24.4,36.55,False,True,False,True,False,False,False,False,False,True,0.0,0.6498002663115846,0,0,24.4
0,0,0,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,79.55,151.75,False,False,True,False,True,False,False,False,True,False,3.0,0.520785597381342,0,0,19.8875
0,0,1,1,52,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0,101.25,5301.1,False,False,True,False,True,False,True,False,False,False,5.0,0.019096207163199486,3,0,16.875
1,0,1,0,6,1,,,,,,,1,0,25.1,171.0,False,False,True,False,False,True,False,False,False,True,2,0.14593023255813956,0,0,8.366666666666667
1,0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,115.8,8332.15,False,False,True,False,True,False,False,True,False,False,8.0,0.013896305718725813,3,1,12.866666666666667
0,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,91.3,91.3,True,False,False,False,True,False,False,False,True,False,3.0,0.9891657638136512,0,0,22.825
0,0,0,0,50,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,109.65,5551.15,False,False,True,False,True,False,False,False,True,False,7.0,0.01974910620210189,3,1,13.70625
0,0,0,0,68,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,82.45,5646.6,True,False,False,True,False,False,False,True,False,False,7.0,0.014599121750832212,3,1,10.30625
1,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,69.15,69.15,True,False,False,False,True,False,False,False,True,False,1.0,0.9857448325017819,0,0,34.575
1,0,0,0,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,60.65,196.9,True,False,False,True,False,False,False,False,False,True,3.0,0.3064679130874179,0,1,15.1625
1,0,1,0,22,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,59.75,1374.35,True,False,False,True,False,False,True,False,False,False,3.0,0.0434434871123714,1,1,14.9375
0,0,1,1,72,1,1.0,1.0,1.0,1.0,0.0,1.0,2,1,79.5,5661.7,False,False,True,True,False,False,True,False,False,False,7.0,0.014039239232168401,3,1,9.9375
0,0,1,1,64,1,,,,,,,1,0,19.8,1336.65,True,False,False,False,False,True,True,False,False,False,1,0.01480207827159571,3,0,9.9
1,0,0,0,6,1,,,,,,,1,0,20.6,116.6,True,False,False,False,False,True,False,False,False,True,1,0.1751700680272109,0,0,10.3
1,0,1,1,68,1,,,,,,,2,1,19.95,1303.25,True,False,False,False,False,True,True,False,False,False,1,0.015296147211040827,3,0,9.975
1,0,0,0,66,1,0.0,1.0,0.0,1.0,1.0,1.0,1,1,104.25,6860.6,False,False,True,False,True,False,False,False,True,False,6.0,0.015193249387897866,3,1,14.892857142857142
0,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,78.45,78.45,True,False,False,False,True,False,False,False,True,False,2.0,0.9874134675896791,0,0,26.150000000000002
0,0,0,0,6,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,89.5,573.3,True,False,False,False,True,False,False,False,True,False,3.0,0.15584189448023683,0,0,22.375
0,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,70.4,204.7,True,False,False,False,True,False,False,False,True,False,1.0,0.34224598930481287,0,0,35.2
1,0,0,0,34,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,116.25,3899.05,False,False,True,False,True,False,False,True,False,False,8.0,0.02980731016269022,2,1,12.916666666666666
0,0,1,0,60,1,1.0,0.0,0.0,1.0,1.0,1.0,2,1,97.2,5611.75,True,False,False,False,True,False,False,False,True,False,5.0,0.017317714133000758,3,1,16.2
0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,80.25,846.0,True,False,False,False,True,False,True,False,False,False,2.0,0.0947461629279811,0,0,26.75
0,0,1,1,49,1,,,,,,,2,0,25.25,1211.65,False,False,True,False,False,True,False,False,False,True,2,0.020822166329938562,3,0,8.416666666666666
0,0,0,0,48,1,0.0,1.0,1.0,1.0,1.0,0.0,1,1,73.85,3581.4,False,False,True,True,False,False,True,False,False,False,6.0,0.0206146717284502,2,1,10.549999999999999
0,1,0,0,14,0,1.0,0.0,1.0,1.0,0.0,0.0,2,0,39.7,692.35,False,True,False,True,False,False,False,False,False,True,3.0,0.057258238984639796,1,1,9.925
1,1,1,0,68,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,80.35,5589.3,False,False,True,False,True,False,False,True,False,False,3.0,0.014373110566517001,3,0,20.0875
0,0,0,0,37,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,40.2,1478.85,False,True,False,True,False,False,False,True,False,False,2.0,0.027164915363043555,2,0,13.4
0,0,1,1,69,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,113.25,7895.15,False,False,True,False,True,False,False,True,False,False,8.0,0.014342432704545887,3,1,12.583333333333334
0,0,0,0,13,0,0.0,0.0,1.0,1.0,0.0,0.0,2,0,35.4,450.4,False,True,False,True,False,False,False,False,False,True,2.0,0.07842268498006202,1,1,11.799999999999999
1,0,0,1,8,1,,,,,,,0,0,19.45,159.2,True,False,False,False,False,True,True,False,False,False,1,0.12141073657927591,0,0,9.725
1,0,1,1,13,1,0.0,1.0,1.0,1.0,1.0,0.0,0,1,72.8,930.05,False,False,True,True,False,False,False,False,True,False,6.0,0.07819128940443586,1,1,10.4
1,0,1,0,57,1,1.0,1.0,0.0,1.0,0.0,0.0,2,1,59.75,3450.15,True,False,False,True,False,False,False,False,True,False,4.0,0.017313069556524636,3,1,11.95
1,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,89.85,6562.9,False,False,True,True,False,False,False,True,False,False,8.0,0.013688508356312558,3,1,9.983333333333333
0,0,1,1,8,1,,,,,,,2,0,19.05,201.7,True,False,False,False,False,True,False,False,False,True,1,0.09398125308337445,0,0,9.525
1,0,1,0,45,1,1.0,0.0,1.0,0.0,0.0,0.0,2,0,53.3,2296.25,True,False,False,True,False,False,False,True,False,False,3.0,0.02320165415170312,2,1,13.325
1,0,0,0,21,0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,43.55,1011.5,False,True,False,True,False,False,False,False,False,True,3.0,0.04301234567901234,1,1,10.8875
1,0,0,0,39,0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,40.6,1494.5,False,True,False,True,False,False,False,False,True,False,2.0,0.027148110999665666,2,1,13.533333333333333
1,0,0,1,15,1,,,,,,,0,1,24.8,324.15,False,False,True,False,False,True,False,False,True,False,2,0.07627248962017531,1,0,8.266666666666667
1,0,1,1,54,1,0.0,0.0,1.0,0.0,0.0,1.0,2,0,63.35,3409.1,False,False,True,True,False,False,False,True,False,False,4.0,0.01857716782499047,3,0,12.67
1,0,0,0,60,1,0.0,0.0,1.0,0.0,1.0,0.0,2,1,89.55,5231.2,False,False,True,False,True,False,False,False,True,False,4.0,0.017115171438400672,3,0,17.91
0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,45.25,85.5,False,True,False,True,False,False,False,False,True,False,2.0,0.523121387283237,0,0,15.083333333333334
1,0,1,0,37,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,90.35,3419.3,True,False,False,False,True,False,False,False,True,False,4.0,0.026415811478525272,2,1,18.07
0,0,1,0,12,1,1.0,0.0,0.0,1.0,0.0,0.0,0,0,54.2,690.5,True,False,False,True,False,False,True,False,False,False,3.0,0.07838033261026754,0,1,13.55
0,0,0,0,30,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0,106.4,3211.9,False,False,True,False,True,False,True,False,False,False,6.0,0.03311649911295092,2,1,15.200000000000001
1,0,1,0,61,1,1.0,1.0,0.0,0.0,1.0,1.0,0,1,106.2,6375.2,False,False,True,False,True,False,False,False,True,False,6.0,0.016655688341018163,3,1,15.171428571428573
1,1,1,1,72,0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,64.8,4732.35,False,True,False,True,False,False,True,False,False,False,6.0,0.01369009264051887,3,1,9.257142857142856
1,0,1,1,1,1,,,,,,,1,1,20.2,20.2,True,False,False,False,False,True,False,False,True,False,1,0.9528301886792453,0,0,10.1
0,1,1,0,38,1,1.0,1.0,0.0,0.0,0.0,1.0,1,0,95.0,3591.25,False,False,True,False,True,False,False,True,False,False,5.0,0.026445820864360776,2,1,15.833333333333334
0,0,0,0,25,1,0.0,1.0,0.0,1.0,0.0,1.0,0,1,65.8,1679.65,True,False,False,True,False,False,True,False,False,False,4.0,0.03915151875762354,2,1,13.16
0,0,1,0,71,1,,,,,,,2,1,24.65,1710.15,False,False,True,False,False,True,True,False,False,False,2,0.014405516757736023,3,0,8.216666666666667
0,0,1,1,26,1,,,,,,,0,1,20.25,493.95,True,False,False,False,False,True,False,True,False,False,1,0.04091322355793515,2,0,10.125
0,0,0,0,20,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1,89.1,1879.25,False,False,True,False,True,False,True,False,False,False,4.0,0.047387315516553646,1,1,17.82
1,0,0,0,28,1,1.0,1.0,0.0,0.0,0.0,1.0,0,1,94.5,2659.4,False,False,True,False,True,False,False,True,False,False,5.0,0.035520974289580516,2,1,15.75
1,0,1,0,31,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,93.8,2939.8,True,False,False,False,True,False,False,False,True,False,4.0,0.03189608269858542,2,0,18.759999999999998
1,1,0,0,32,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,96.15,3019.25,False,False,True,False,True,False,False,True,False,False,4.0,0.03183511298733549,2,0,19.23
0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,35.1,446.1,False,True,False,True,False,False,False,False,True,False,1.0,0.07850592708566316,1,0,17.55
1,0,0,0,15,1,,,,,,,0,1,26.35,378.6,False,False,True,False,False,True,False,False,True,False,2,0.06941517386722866,1,0,8.783333333333333
1,0,0,0,60,0,1.0,1.0,1.0,0.0,0.0,0.0,2,0,39.6,2424.5,False,True,False,True,False,False,True,False,False,False,3.0,0.0163265306122449,3,1,9.9
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.25,242.0,False,False,True,False,True,False,False,False,True,False,2.0,0.3096707818930041,0,0,25.083333333333332
0,0,0,0,54,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,100.05,5299.65,True,False,False,False,True,False,False,True,False,False,5.0,0.018875043626725024,3,1,16.675
0,0,1,1,3,1,,,,,,,2,0,19.1,52.0,True,False,False,False,False,True,False,False,False,True,1,0.36037735849056607,0,0,9.55
0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,71.0,672.55,True,False,False,False,True,False,False,False,True,False,1.0,0.10541162497216243,0,0,35.5
0,0,1,1,17,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,104.2,1743.5,False,False,True,False,True,False,False,False,True,False,6.0,0.05973058182860418,1,1,14.885714285714286
0,1,0,0,15,1,1.0,0.0,1.0,1.0,0.0,1.0,0,1,96.3,1426.75,True,False,False,False,True,False,False,False,False,True,5.0,0.0674487830502539,1,1,16.05
0,0,1,1,19,1,,,,,,,2,0,25.6,485.9,False,False,True,False,False,True,False,False,False,True,2,0.05257753132059972,1,0,8.533333333333333
0,0,1,1,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,85.95,381.3,False,False,True,False,True,False,False,False,True,False,3.0,0.22482343709128957,0,0,21.4875
0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,79.35,79.35,True,False,False,False,True,False,False,False,True,False,2.0,0.9875544492843809,0,0,26.45
1,0,1,1,72,0,1.0,0.0,1.0,1.0,1.0,1.0,2,0,60.95,4549.05,False,True,False,True,False,False,True,False,False,False,5.0,0.013395457192778102,3,1,10.158333333333333
1,0,1,1,25,1,0.0,0.0,0.0,1.0,0.0,0.0,1,1,55.1,1466.1,False,False,True,True,False,False,False,False,False,True,3.0,0.03755708540658442,2,1,13.775
1,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,76.25,684.85,False,False,True,False,True,False,False,False,True,False,2.0,0.11117591310053218,0,0,25.416666666666668
0,0,0,0,5,1,,,,,,,0,1,20.5,104.3,True,False,False,False,False,True,False,False,False,True,1,0.19468186134852802,0,0,10.25
1,0,1,1,61,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,33.6,2117.2,False,True,False,True,False,False,True,False,False,False,2.0,0.015862524785194978,3,1,11.200000000000001
0,0,1,0,71,1,1.0,0.0,1.0,0.0,1.0,1.0,1,1,104.1,7412.25,False,False,True,False,True,False,False,True,False,False,6.0,0.014042424038039996,3,1,14.87142857142857
0,0,1,1,60,1,,,,,,,2,1,19.25,1103.25,True,False,False,False,False,True,False,True,False,False,1,0.017432646592709985,3,0,9.625
1,0,0,0,55,1,1.0,0.0,1.0,1.0,0.0,0.0,2,1,59.2,3175.85,True,False,False,True,False,False,False,False,True,False,4.0,0.01863481121236445,3,1,11.84
0,1,1,1,60,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,74.85,4456.35,True,False,False,True,False,False,False,True,False,False,6.0,0.01679248881061617,3,1,10.692857142857141
0,0,0,0,30,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,85.35,2530.4,True,False,False,True,False,False,True,False,False,False,7.0,0.03371652050248874,2,1,10.66875
0,0,1,0,41,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1,113.6,4594.95,False,False,True,False,True,False,True,False,False,False,8.0,0.024717414245150622,2,1,12.622222222222222
0,0,0,0,11,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,54.6,617.85,True,False,False,True,False,False,False,False,False,True,3.0,0.08822816514502707,0,1,13.65
1,1,0,0,38,1,0.0,1.0,1.0,1.0,1.0,0.0,1,1,70.15,2497.35,True,False,False,True,False,False,False,True,False,False,5.0,0.028078531831008467,2,1,11.691666666666668
0,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43.95,85.1,True,False,False,True,False,False,False,False,True,False,1.0,0.5104529616724739,0,0,21.975
1,0,1,1,72,1,1.0,1.0,0.0,1.0,0.0,1.0,2,1,97.75,6991.6,False,False,True,False,True,False,False,True,False,False,6.0,0.013979063581500443,3,1,13.964285714285714
0,0,1,1,41,1,1.0,1.0,1.0,0.0,0.0,1.0,1,1,101.6,3930.55,False,False,True,False,True,False,True,False,False,False,6.0,0.02584222507662372,2,1,14.514285714285714
0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,93.85,93.85,False,False,True,False,True,False,False,False,True,False,4.0,0.9894570374275171,0,0,18.77
1,0,0,1,2,1,,,,,,,0,0,20.4,42.9,True,False,False,False,False,True,False,False,False,True,1,0.4646924829157175,0,0,10.2
1,0,1,1,47,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,99.35,4749.15,False,False,True,False,True,False,False,False,True,False,5.0,0.020915128995926444,2,0,16.558333333333334
0,1,0,0,11,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,95.0,1120.3,True,False,False,False,True,False,False,False,True,False,4.0,0.08472308927138143,0,0,19.0
1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,24.4,24.4,False,True,False,True,False,False,False,False,True,False,0.0,0.9606299212598425,0,0,24.4
1,0,1,1,5,1,,,,,,,0,0,19.45,86.05,True,False,False,False,False,True,False,False,False,True,1,0.2234348075818495,0,0,9.725
0,0,1,0,60,0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,50.05,2911.5,False,True,False,True,False,False,False,False,True,False,4.0,0.017184549356223176,3,1,10.01
0,0,0,0,50,1,,,,,,,2,0,19.4,1023.95,True,False,False,False,False,True,False,True,False,False,1,0.018927752573296257,3,0,9.7
1,0,0,0,56,1,1.0,1.0,0.0,0.0,0.0,0.0,0,1,86.4,4922.4,False,False,True,False,True,False,False,False,True,False,4.0,0.017548848356826584,3,1,17.28
0,0,0,0,38,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,83.9,3233.6,True,False,False,False,True,False,False,True,False,False,4.0,0.025938292215420766,2,1,16.78
1,0,1,0,54,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0,109.55,6118.95,False,False,True,False,True,False,False,False,True,False,7.0,0.017900473043080418,3,1,13.69375
1,0,0,0,48,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,106.1,5082.8,False,False,True,False,True,False,False,True,False,False,6.0,0.020870215193359295,2,0,15.157142857142857
1,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,85.65,338.9,False,False,True,False,True,False,False,False,True,False,3.0,0.2519858781994705,0,0,21.4125
1,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,75.35,75.35,True,False,False,False,True,False,False,True,False,False,2.0,0.9869024230517355,0,0,25.116666666666664
0,1,1,0,28,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,110.85,3204.4,False,False,True,False,True,False,False,False,True,False,7.0,0.03458226742372247,2,1,13.85625
1,0,0,0,10,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0,98.55,1008.55,False,False,True,False,True,False,False,False,True,False,5.0,0.09761775048288841,0,1,16.425
1,0,1,1,18,1,,,,,,,1,0,19.8,342.3,True,False,False,False,False,True,True,False,False,False,1,0.05767550247596854,1,0,9.9
1,0,1,1,67,1,1.0,0.0,0.0,1.0,1.0,1.0,2,0,104.6,6885.75,False,False,True,False,True,False,True,False,False,False,6.0,0.015188586778959595,3,1,14.942857142857141
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,70.3,70.3,True,False,False,False,True,False,False,False,True,False,1.0,0.9859747545582047,0,0,35.15
1,0,1,1,66,1,1.0,1.0,1.0,1.0,0.0,0.0,2,0,65.85,4097.05,True,False,False,True,False,False,False,False,False,True,5.0,0.016068618001244494,3,1,10.975
1,0,1,0,9,1,1.0,1.0,0.0,1.0,1.0,0.0,0,1,68.95,593.85,True,False,False,True,False,False,False,False,False,True,5.0,0.1159115743464739,0,1,11.491666666666667
1,0,1,1,68,1,0.0,1.0,0.0,0.0,1.0,1.0,1,1,101.05,6770.5,False,False,True,False,True,False,False,True,False,False,5.0,0.014922838366683896,3,0,16.841666666666665
0,0,1,0,57,1,0.0,1.0,1.0,1.0,1.0,0.0,1,0,74.6,4368.95,False,False,True,True,False,False,True,False,False,False,6.0,0.01707113353699699,3,1,10.657142857142857
0,0,1,1,14,1,0.0,0.0,0.0,1.0,1.0,0.0,0,1,91.65,1301.0,False,False,True,False,True,False,False,False,True,False,4.0,0.07039170506912443,1,1,18.330000000000002
1,1,1,1,66,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,116.25,7862.25,False,False,True,False,True,False,False,False,True,False,8.0,0.014783963373922996,3,1,12.916666666666666
0,0,0,0,35,1,,,,,,,2,0,23.3,797.1,False,False,True,False,False,True,True,False,False,False,2,0.0291943365493046,2,0,7.766666666666667
1,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,76.05,231.8,False,False,True,False,True,False,False,False,True,False,2.0,0.3266752577319587,0,0,25.349999999999998
1,0,1,0,22,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,56.25,1292.2,True,False,False,True,False,False,False,True,False,False,3.0,0.04349675224249922,1,1,14.0625
0,0,0,1,37,1,,,,,,,1,0,20.3,755.4,True,False,False,False,False,True,True,False,False,False,1,0.02683765203595981,2,0,10.15
1,0,0,1,27,1,,,,,,,2,1,25.85,788.55,False,False,True,False,False,True,False,True,False,False,2,0.032740168450383134,2,0,8.616666666666667
1,0,0,0,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,30.45,226.45,False,True,False,True,False,False,False,False,True,False,1.0,0.13387557704990108,0,1,15.225
1,0,1,0,67,1,,,,,,,2,0,24.85,1583.5,False,False,True,False,False,True,False,True,False,False,2,0.015683180814136954,3,0,8.283333333333333
1,0,1,0,53,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0,93.9,5029.2,False,False,True,False,True,False,False,False,True,False,5.0,0.01866724981114071,3,1,15.65
0,0,1,1,72,1,1.0,1.0,1.0,1.0,0.0,1.0,2,0,107.45,7658.3,False,False,True,False,True,False,False,True,False,False,7.0,0.014028697139425273,3,1,13.43125
1,0,0,1,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,91.85,257.05,False,False,True,False,True,False,False,False,True,False,4.0,0.3559387715559,0,0,18.369999999999997
0,0,0,0,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,49.45,314.6,True,False,False,True,False,False,False,False,True,False,2.0,0.15668567807351078,0,1,16.483333333333334
0,1,1,0,71,1,1.0,1.0,1.0,1.0,0.0,0.0,2,1,96.35,6766.95,False,False,True,False,True,False,False,True,False,False,6.0,0.014236216284103754,3,1,13.764285714285714
1,0,1,0,63,1,,,,,,,2,0,19.25,1237.65,True,False,False,False,False,True,False,False,False,True,1,0.015541113308844305,3,0,9.625
1,0,0,0,54,1,1.0,1.0,0.0,1.0,1.0,1.0,1,1,105.4,5643.4,True,False,False,False,True,False,False,True,False,False,6.0,0.018673375380908512,3,1,15.057142857142859
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,44.3,44.3,True,False,False,True,False,False,False,False,False,True,1.0,0.977924944812362,0,0,22.15
0,0,1,1,61,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,79.4,4820.55,False,False,True,True,False,False,False,False,True,False,7.0,0.01646773340523276,3,1,9.925
0,0,0,0,13,1,,,,,,,0,0,19.45,232.1,True,False,False,False,False,True,False,True,False,False,1,0.08344058344058344,1,0,9.725
